employer,job_title,job_year_begin,job_year_end,reason_end,full_name,birthdate,deathdate,birthplace,birthyear,deathyear,nth_job,bachelors_year,masters_year,phd_year,bachelors_age,masters_age,phd_age
Vassar College,professor,1927,1935,retirement,Louise Duffield Cummings,"November 21, 1870","May 9, 1947","Hamilton, Ontario, Canada",1870,1947.0,4,1895.0,1902.0,1914.0,25.0,32.0,44.0
Vassar College,professor emeritus,1935,,,Louise Duffield Cummings,"November 21, 1870","May 9, 1947","Hamilton, Ontario, Canada",1870,1947.0,5,1895.0,1902.0,1914.0,25.0,32.0,44.0
University of Edinburgh,University Assistant in Natural Philosophy,1926,1927,,Marion Cameron Gray,"March 26, 1902","September 16, 1979","Ayr, Scotland",1902,1979.0,1,,1922.0,1926.0,,20.0,24.0
Imperial College of Science,Assistant in Mathematics,1927,1930,,Marion Cameron Gray,"March 26, 1902","September 16, 1979","Ayr, Scotland",1902,1979.0,2,,1922.0,1926.0,,20.0,24.0
American Telephone and Telegraph Company,Assistant Engineer,1930,1934,,Marion Cameron Gray,"March 26, 1902","September 16, 1979","Ayr, Scotland",1902,1979.0,3,,1922.0,1926.0,,20.0,24.0
Bell Telephone Laboratories,Technical Staff,1934,1967,Retirement,Marion Cameron Gray,"March 26, 1902","September 16, 1979","Ayr, Scotland",1902,1979.0,4,,1922.0,1926.0,,20.0,24.0
Tabor College,"Instructor of mathematics and physics, head of the department",1925,1927,College closed due to financial difficulties,Frances Ellen Baker,"December 19, 1902","April 4, 1995","Anna, Illinois",1902,1995.0,1,1923.0,1925.0,1934.0,21.0,23.0,32.0
Jefferson City Junior College,Instructor of mathematics and physics,1927,1928,Decided not to return,Frances Ellen Baker,"December 19, 1902","April 4, 1995","Anna, Illinois",1902,1995.0,2,1923.0,1925.0,1934.0,21.0,23.0,32.0
Creston Junior College and Senior High School,"Instructor of mathematics, head of the department",1929,1931,Returned to University of Chicago,Frances Ellen Baker,"December 19, 1902","April 4, 1995","Anna, Illinois",1902,1995.0,3,1923.0,1925.0,1934.0,21.0,23.0,32.0
Vassar College,Instructor,1934,1935,Temporary position while Louise D. Cummings was on leave,Frances Ellen Baker,"December 19, 1902","April 4, 1995","Anna, Illinois",1902,1995.0,4,1923.0,1925.0,1934.0,21.0,23.0,32.0
Mount Holyoke College,"Instructor, Assistant Professor",1935,1942,Moved to Vassar College,Frances Ellen Baker,"December 19, 1902","April 4, 1995","Anna, Illinois",1902,1995.0,5,1923.0,1925.0,1934.0,21.0,23.0,32.0
Vassar College,"Associate Professor, Professor, Emeritus Professor",1942,1968,Retired,Frances Ellen Baker,"December 19, 1902","April 4, 1995","Anna, Illinois",1902,1995.0,6,1923.0,1925.0,1934.0,21.0,23.0,32.0
DeWitt Clinton High School,Teacher,1922,1923,Moved to Wadleigh High School,Edna Ernestine Kramer,"May 11, 1902","July 9, 1984","New York, New York",1902,1984.0,1,1922.0,1925.0,1930.0,20.0,23.0,28.0
Wadleigh High School,Teacher,1923,1929,Obtained position at Montclair State Teachers College,Edna Ernestine Kramer,"May 11, 1902","July 9, 1984","New York, New York",1902,1984.0,2,1922.0,1925.0,1930.0,20.0,23.0,28.0
Montclair State Teachers College,Instructor,1929,1932,Promoted to Assistant Professor,Edna Ernestine Kramer,"May 11, 1902","July 9, 1984","New York, New York",1902,1984.0,3,1922.0,1925.0,1930.0,20.0,23.0,28.0
Montclair State Teachers College,Assistant Professor,1932,1934,Moved to Thomas Jefferson High School,Edna Ernestine Kramer,"May 11, 1902","July 9, 1984","New York, New York",1902,1984.0,4,1922.0,1925.0,1930.0,20.0,23.0,28.0
Thomas Jefferson High School,Teacher and Chairman of the Mathematics Department,1934,1956,Left to travel and conduct research,Edna Ernestine Kramer,"May 11, 1902","July 9, 1984","New York, New York",1902,1984.0,5,1922.0,1925.0,1930.0,20.0,23.0,28.0
Brooklyn College,Instructor in the Graduate Division,1935,1938,Position ended,Edna Ernestine Kramer,"May 11, 1902","July 9, 1984","New York, New York",1902,1984.0,6,1922.0,1925.0,1930.0,20.0,23.0,28.0
US Office of Scientific Research and Development,Mathematics Consultant in Statistics,1943,1945,End of World War II,Edna Ernestine Kramer,"May 11, 1902","July 9, 1984","New York, New York",1902,1984.0,7,1922.0,1925.0,1930.0,20.0,23.0,28.0
Polytechnic Institute of Brooklyn,Instructor,1948,1953,Position ended,Edna Ernestine Kramer,"May 11, 1902","July 9, 1984","New York, New York",1902,1984.0,8,1922.0,1925.0,1930.0,20.0,23.0,28.0
New York University,Instructor in the Graduate Division,1949,1950,Position ended,Edna Ernestine Kramer,"May 11, 1902","July 9, 1984","New York, New York",1902,1984.0,9,1922.0,1925.0,1930.0,20.0,23.0,28.0
Brooklyn Polytechnic,Adjunct Professor,1953,1971,Retired with emeritus rank,Edna Ernestine Kramer,"May 11, 1902","July 9, 1984","New York, New York",1902,1984.0,10,1922.0,1925.0,1930.0,20.0,23.0,28.0
Bryn Mawr College,Fellow in Mathematics,1893,1894,Awarded Mary E. Garrett European fellowship,Ada Isabel Maddison,"April 13, 1869","October 22, 1950","Whitehaven, Cumberland, England",1869,1950.0,1,1893.0,,1896.0,24.0,,27.0
Bryn Mawr College,Assistant Secretary to the President,1895,1896,Completed PhD,Ada Isabel Maddison,"April 13, 1869","October 22, 1950","Whitehaven, Cumberland, England",1869,1950.0,2,1893.0,,1896.0,24.0,,27.0
Bryn Mawr College,Secretary to the President and Reader in Mathematics,1896,1904,Position change,Ada Isabel Maddison,"April 13, 1869","October 22, 1950","Whitehaven, Cumberland, England",1869,1950.0,3,1893.0,,1896.0,24.0,,27.0
Bryn Mawr College,Assistant to the President and Associate in Mathematics,1904,1910,Position change,Ada Isabel Maddison,"April 13, 1869","October 22, 1950","Whitehaven, Cumberland, England",1869,1950.0,4,1893.0,,1896.0,24.0,,27.0
Bryn Mawr College,Recording Dean and Assistant to the President,1910,1926,Retirement,Ada Isabel Maddison,"April 13, 1869","October 22, 1950","Whitehaven, Cumberland, England",1869,1950.0,5,1893.0,,1896.0,24.0,,27.0
Mount Holyoke College,Instructor,1901,1902,Joined Smith College,Ruth Goulding Wood,"January 29, 1875","May 5, 1939","Central Falls, Rhode Island",1875,1939.0,1,1898.0,,1901.0,23.0,,26.0
Smith College,Instructor,1902,1909,Promoted to Associate Professor,Ruth Goulding Wood,"January 29, 1875","May 5, 1939","Central Falls, Rhode Island",1875,1939.0,2,1898.0,,1901.0,23.0,,26.0
Smith College,Associate Professor,1909,1914,Promoted to Professor,Ruth Goulding Wood,"January 29, 1875","May 5, 1939","Central Falls, Rhode Island",1875,1939.0,3,1898.0,,1901.0,23.0,,26.0
Smith College,Professor,1914,1935,Retired,Ruth Goulding Wood,"January 29, 1875","May 5, 1939","Central Falls, Rhode Island",1875,1939.0,4,1898.0,,1901.0,23.0,,26.0
Smith College,Emeritus Professor,1935,1939,Death,Ruth Goulding Wood,"January 29, 1875","May 5, 1939","Central Falls, Rhode Island",1875,1939.0,5,1898.0,,1901.0,23.0,,26.0
Holy Trinity High School,Mathematics Teacher,1923,1924,Moved to another school,Sister M. Leontius Schulte,"September 4, 1901","March 20, 2000","Cleveland, Wisconsin",1901,2000.0,1,1923.0,1931.0,1935.0,22.0,30.0,34.0
"Saint John High School, Rochester",Mathematics Teacher,1924,1926,Entered Sisters of Saint Frances,Sister M. Leontius Schulte,"September 4, 1901","March 20, 2000","Cleveland, Wisconsin",1901,2000.0,2,1923.0,1931.0,1935.0,22.0,30.0,34.0
"Saint John High School, Caledonia",Mathematics Teacher,1927,1928,Became instructor at College of Saint Teresa,Sister M. Leontius Schulte,"September 4, 1901","March 20, 2000","Cleveland, Wisconsin",1901,2000.0,3,1923.0,1931.0,1935.0,22.0,30.0,34.0
College of Saint Teresa,Instructor/Associate Professor/Professor,1928,1975,Retired,Sister M. Leontius Schulte,"September 4, 1901","March 20, 2000","Cleveland, Wisconsin",1901,2000.0,4,1923.0,1931.0,1935.0,22.0,30.0,34.0
Chambersburg High School,Mathematics Teacher,1925,1928,Moved to teach at another high school,Roberta Frances Johnson,"January 22, 1902","October 12, 1988","Philadelphia, Pennsylvania",1902,1988.0,1,1925.0,1931.0,1933.0,23.0,29.0,31.0
Newfoundland High School,Mathematics and History Teacher,1928,1930,Pursued further education,Roberta Frances Johnson,"January 22, 1902","October 12, 1988","Philadelphia, Pennsylvania",1902,1988.0,2,1925.0,1931.0,1933.0,23.0,29.0,31.0
Wilson College,Instructor/Assistant Professor/Associate Professor/Department Head,1933,1958,Moved to Colorado State University,Roberta Frances Johnson,"January 22, 1902","October 12, 1988","Philadelphia, Pennsylvania",1902,1988.0,3,1925.0,1931.0,1933.0,23.0,29.0,31.0
Colorado State University,Associate Professor,1958,1967,Retirement,Roberta Frances Johnson,"January 22, 1902","October 12, 1988","Philadelphia, Pennsylvania",1902,1988.0,4,1925.0,1931.0,1933.0,23.0,29.0,31.0
University of Colorado at Denver,Associate Professor,1968,1971,End of teaching appointment,Roberta Frances Johnson,"January 22, 1902","October 12, 1988","Philadelphia, Pennsylvania",1902,1988.0,5,1925.0,1931.0,1933.0,23.0,29.0,31.0
Iowa High Schools,Teacher,1918,1920,Moved to teach at Olivet University,Fannie Wilson Boyce,"March 16, 1897","February 13, 1986","Near Lentner, Shelby County, Missouri",1897,1986.0,1,1918.0,1928.0,1938.0,21.0,31.0,41.0
Olivet University,Teacher,1921,1922,Moved to teach at Marion College,Fannie Wilson Boyce,"March 16, 1897","February 13, 1986","Near Lentner, Shelby County, Missouri",1897,1986.0,2,1918.0,1928.0,1938.0,21.0,31.0,41.0
Marion College,Teacher,1922,1927,Pursued further studies,Fannie Wilson Boyce,"March 16, 1897","February 13, 1986","Near Lentner, Shelby County, Missouri",1897,1986.0,3,1918.0,1928.0,1938.0,21.0,31.0,41.0
Platteville High School,Teacher,1928,1929,Moved to teach in LaSalle,Fannie Wilson Boyce,"March 16, 1897","February 13, 1986","Near Lentner, Shelby County, Missouri",1897,1986.0,4,1918.0,1928.0,1938.0,21.0,31.0,41.0
LaSalle High School and Junior College,Teacher,1929,1930,Hired by Wheaton College,Fannie Wilson Boyce,"March 16, 1897","February 13, 1986","Near Lentner, Shelby County, Missouri",1897,1986.0,5,1918.0,1928.0,1938.0,21.0,31.0,41.0
Wheaton College,"Assistant Professor, Associate Professor, Professor",1930,1962,Retired,Fannie Wilson Boyce,"March 16, 1897","February 13, 1986","Near Lentner, Shelby County, Missouri",1897,1986.0,6,1918.0,1928.0,1938.0,21.0,31.0,41.0
Olivet Nazarene College,Associate Professor,1963,1970,Moved to Owosso College,Fannie Wilson Boyce,"March 16, 1897","February 13, 1986","Near Lentner, Shelby County, Missouri",1897,1986.0,7,1918.0,1928.0,1938.0,21.0,31.0,41.0
Owosso College,Associate Professor,1970,1970,Returned to Wheaton,Fannie Wilson Boyce,"March 16, 1897","February 13, 1986","Near Lentner, Shelby County, Missouri",1897,1986.0,8,1918.0,1928.0,1938.0,21.0,31.0,41.0
Vassar College,Instructor of Mathematics,1926,1927,Moved to National Bureau of Economic Research,Dorothy Elizabeth Brady (Stahl),"June 14, 1903","April 17, 1977","Elk River, Minnesota",1903,1977.0,1,1924.0,1926.0,1933.0,21.0,23.0,30.0
National Bureau of Economic Research,Research Assistant,1927,1927,Moved to New York University,Dorothy Elizabeth Brady (Stahl),"June 14, 1903","April 17, 1977","Elk River, Minnesota",1903,1977.0,2,1924.0,1926.0,1933.0,21.0,23.0,30.0
New York University,Mathematics and Economic Statistics Instructor,1927,1929,Continued studies at University of California,Dorothy Elizabeth Brady (Stahl),"June 14, 1903","April 17, 1977","Elk River, Minnesota",1903,1977.0,3,1924.0,1926.0,1933.0,21.0,23.0,30.0
US Department of Agriculture,"Associate Economist, Home Economics Specialist, Senior Statistician",1936,1943,Moved to US Department of Labor,Dorothy Elizabeth Brady (Stahl),"June 14, 1903","April 17, 1977","Elk River, Minnesota",1903,1977.0,4,1924.0,1926.0,1933.0,21.0,23.0,30.0
US Department of Labor,"Chief of Family Expenditure Section, Chief of Cost of Living Division",1943,1948,Moved to University of Illinois,Dorothy Elizabeth Brady (Stahl),"June 14, 1903","April 17, 1977","Elk River, Minnesota",1903,1977.0,5,1924.0,1926.0,1933.0,21.0,23.0,30.0
University of Illinois,"Professor of Economics, Research Professor of Economics",1948,1951,Returned to full-time government service,Dorothy Elizabeth Brady (Stahl),"June 14, 1903","April 17, 1977","Elk River, Minnesota",1903,1977.0,6,1924.0,1926.0,1933.0,21.0,23.0,30.0
University of Chicago,Professor of Economics,1956,1958,Moved to Wharton School of the University of Pennsylvania,Dorothy Elizabeth Brady (Stahl),"June 14, 1903","April 17, 1977","Elk River, Minnesota",1903,1977.0,7,1924.0,1926.0,1933.0,21.0,23.0,30.0
Wharton School of the University of Pennsylvania,Professor of Economics,1958,1970,Retired,Dorothy Elizabeth Brady (Stahl),"June 14, 1903","April 17, 1977","Elk River, Minnesota",1903,1977.0,8,1924.0,1926.0,1933.0,21.0,23.0,30.0
Beauregard School,Teacher,1917,1929,Transferred to Edward Douglas White High School,Adrienne Sophie Rayl,"September 25, 1898","November 27, 1989","New Orleans, Louisiana",1898,1989.0,1,1924.0,1934.0,1939.0,26.0,36.0,41.0
Edward Douglas White High School,Mathematics Teacher,1929,1939,Left to join University of Alabama Extension Center,Adrienne Sophie Rayl,"September 25, 1898","November 27, 1989","New Orleans, Louisiana",1898,1989.0,2,1924.0,1934.0,1939.0,26.0,36.0,41.0
University of Alabama Extension Center,Instructor,1939,1941,Promoted to Assistant Professor,Adrienne Sophie Rayl,"September 25, 1898","November 27, 1989","New Orleans, Louisiana",1898,1989.0,3,1924.0,1934.0,1939.0,26.0,36.0,41.0
University of Alabama Extension Center,Assistant Professor,1941,1947,Promoted to Associate Professor,Adrienne Sophie Rayl,"September 25, 1898","November 27, 1989","New Orleans, Louisiana",1898,1989.0,4,1924.0,1934.0,1939.0,26.0,36.0,41.0
University of Alabama Extension Center,Associate Professor,1947,1952,Promoted to Professor,Adrienne Sophie Rayl,"September 25, 1898","November 27, 1989","New Orleans, Louisiana",1898,1989.0,5,1924.0,1934.0,1939.0,26.0,36.0,41.0
University of Alabama Extension Center,Professor,1952,1969,Retired,Adrienne Sophie Rayl,"September 25, 1898","November 27, 1989","New Orleans, Louisiana",1898,1989.0,6,1924.0,1934.0,1939.0,26.0,36.0,41.0
Woodland College,Teacher,1909,,,Mildred Hunt,"May 8, 1888","December 14, 1975","Fairport, New York",1888,1975.0,1,1909.0,1916.0,1924.0,21.0,28.0,36.0
"High Schools in Brownsville, Ohio, and Sistersville, West Virginia",Teacher,,,,Mildred Hunt,"May 8, 1888","December 14, 1975","Fairport, New York",1888,1975.0,2,1909.0,1916.0,1924.0,21.0,28.0,36.0
Hillsdale College,Instructor of Latin and Greek,1912,1915,,Mildred Hunt,"May 8, 1888","December 14, 1975","Fairport, New York",1888,1975.0,3,1909.0,1916.0,1924.0,21.0,28.0,36.0
Parsons College,Instructor of Mathematics,1916,1917,,Mildred Hunt,"May 8, 1888","December 14, 1975","Fairport, New York",1888,1975.0,4,1909.0,1916.0,1924.0,21.0,28.0,36.0
Bessie Tift College,Professor of Mathematics,1918,1922,,Mildred Hunt,"May 8, 1888","December 14, 1975","Fairport, New York",1888,1975.0,5,1909.0,1916.0,1924.0,21.0,28.0,36.0
Denison University,Teacher,1917,1918,Speculative,Mildred Hunt,"May 8, 1888","December 14, 1975","Fairport, New York",1888,1975.0,6,1909.0,1916.0,1924.0,21.0,28.0,36.0
Illinois Wesleyan University,"Assistant Professor, later Professor of Mathematics",1924,1954,Retirement,Mildred Hunt,"May 8, 1888","December 14, 1975","Fairport, New York",1888,1975.0,7,1909.0,1916.0,1924.0,21.0,28.0,36.0
Illinois Wesleyan University,Registrar,1943,1954,Retirement,Mildred Hunt,"May 8, 1888","December 14, 1975","Fairport, New York",1888,1975.0,8,1909.0,1916.0,1924.0,21.0,28.0,36.0
Schenley Evening High School,Teacher,1931,1934,,Rosella Kanarik,"February 7, 1909",,"Bartfa, Hungary",1909,,1,1930.0,1931.0,1934.0,21.0,22.0,25.0
University of Southern California,Lecturer,1946,1952,,Rosella Kanarik,"February 7, 1909",,"Bartfa, Hungary",1909,,2,1930.0,1931.0,1934.0,21.0,22.0,25.0
Los Angeles City College,Instructor,1953,1961,Promotion,Rosella Kanarik,"February 7, 1909",,"Bartfa, Hungary",1909,,3,1930.0,1931.0,1934.0,21.0,22.0,25.0
Los Angeles City College,Associate Professor,1961,1967,Promotion,Rosella Kanarik,"February 7, 1909",,"Bartfa, Hungary",1909,,4,1930.0,1931.0,1934.0,21.0,22.0,25.0
Los Angeles City College,Professor,1967,1974,Mandatory Retirement,Rosella Kanarik,"February 7, 1909",,"Bartfa, Hungary",1909,,5,1930.0,1931.0,1934.0,21.0,22.0,25.0
Los Angeles City College,Professor Emeritus,1974,,,Rosella Kanarik,"February 7, 1909",,"Bartfa, Hungary",1909,,6,1930.0,1931.0,1934.0,21.0,22.0,25.0
St. Hilda’s School,Teacher,1926,1927,,Anna Margaret Catherine Grant,"June 22, 1903","February 23, 1984","Springville, Pictou County, Nova Scotia, Canada",1903,1984.0,1,1925.0,,1937.0,22.0,,34.0
Kemper Hall,Teacher,1927,1929,,Anna Margaret Catherine Grant,"June 22, 1903","February 23, 1984","Springville, Pictou County, Nova Scotia, Canada",1903,1984.0,2,1925.0,,1937.0,22.0,,34.0
Miss Fine’s School,Teacher,1929,1931,,Anna Margaret Catherine Grant,"June 22, 1903","February 23, 1984","Springville, Pictou County, Nova Scotia, Canada",1903,1984.0,3,1925.0,,1937.0,22.0,,34.0
Miss Wright’s School,Teacher,1932,1935,,Anna Margaret Catherine Grant,"June 22, 1903","February 23, 1984","Springville, Pictou County, Nova Scotia, Canada",1903,1984.0,4,1925.0,,1937.0,22.0,,34.0
Kent Place School,Mathematics Teacher,1938,1938,,Anna Margaret Catherine Grant,"June 22, 1903","February 23, 1984","Springville, Pictou County, Nova Scotia, Canada",1903,1984.0,5,1925.0,,1937.0,22.0,,34.0
The Brearley School,Mathematics Teacher,1939,1942,,Anna Margaret Catherine Grant,"June 22, 1903","February 23, 1984","Springville, Pictou County, Nova Scotia, Canada",1903,1984.0,6,1925.0,,1937.0,22.0,,34.0
Bell Telephone Laboratories,Technical Staff Member,1943,1945,,Anna Margaret Catherine Grant,"June 22, 1903","February 23, 1984","Springville, Pictou County, Nova Scotia, Canada",1903,1984.0,7,1925.0,,1937.0,22.0,,34.0
Sperry Gyroscope Company,Project Engineer,1946,1949,,Anna Margaret Catherine Grant,"June 22, 1903","February 23, 1984","Springville, Pictou County, Nova Scotia, Canada",1903,1984.0,8,1925.0,,1937.0,22.0,,34.0
The Brearley School,Mathematics Teacher and Head of Department,1949,1951,,Anna Margaret Catherine Grant,"June 22, 1903","February 23, 1984","Springville, Pictou County, Nova Scotia, Canada",1903,1984.0,9,1925.0,,1937.0,22.0,,34.0
The Brearley School,Mathematics Teacher and Head of Department,1953,1955,,Anna Margaret Catherine Grant,"June 22, 1903","February 23, 1984","Springville, Pictou County, Nova Scotia, Canada",1903,1984.0,10,1925.0,,1937.0,22.0,,34.0
Republic Aviation Corporation,Principal Engineer,1956,1959,,Anna Margaret Catherine Grant,"June 22, 1903","February 23, 1984","Springville, Pictou County, Nova Scotia, Canada",1903,1984.0,11,1925.0,,1937.0,22.0,,34.0
Fairchild Stratos Corporation,Senior Engineer,1959,1961,,Anna Margaret Catherine Grant,"June 22, 1903","February 23, 1984","Springville, Pictou County, Nova Scotia, Canada",1903,1984.0,12,1925.0,,1937.0,22.0,,34.0
